Addresses,lat,lon
"10116 Northeast 8th Street, Bellevue, Washington 98004",,
"7100 Fort Dent Way STE 100, Tukwila, Washington 98188",,
"3023 78th Avenue Southeast, Mercer Island, Washington 98040",,
"7707 Southeast 27th Street, Mercer Island, Washington 98040",,
"233 2nd Avenue South, Kent, Washington 98032",,
"325 West Gowe Street Suite 110, Kent, Washington 98032",,
"301 Strander Boulevard, Tukwila, Washington 98188",,
"4508 Auburn Way North Suite A-104, Auburn, Washington 98002",,
"105 Washington Avenue North, Kent, Washington 98032",,
"10625 Northeast 68th Street, Kirkland, Washington 98033",,
"9000 Rainier Avenue South Ste C, Seattle, Washington 98118",,
"1416 Harvey Road Northeast, Auburn, Washington 98002",,
"1231 Auburn Way North, Auburn, Washington 98002",,
"339 Kirkland Avenue Ste G, Kirkland, Washington 98033",,
"14380 Tukwila International Blvd, Tukwila, WA 98168",,
"4219 South Othello Street Suite 105f, Seattle, Washington 98118",,
"3716 South 144th Street, Tukwila, Washington 98168",,
"12421 Totem Lake Boulevard Northeast, Kirkland, Washington 98034",,
"5316 Rainier Avenue South, Seattle, Washington 98118",,
"1701 Auburn Way South, Auburn, Washington 98002",,
"1102 Auburn Way South, Auburn, WA 98002",,
"1509 Auburn Way South, Auburn, Washington 98002",,
"4412 Rainier Avenue South, Seattle, Washington 98118",,
"31503 State Route 2, Sultan, Washington 98294",,
"12526 NE 144th St, Kirkland, WA 98034",,
"14442 124th Avenue Northeast, Kirkland, Washington 98034",,
"1101 Outlet Collection Drive Southwest Suite 1369, Auburn, Washington 98001",,
"14035 Northeast Woodinville Duvall Road, Woodinville, Washington 98072",,
"23213 Pacific Highway South, Kent, Washington 98032",,
"2701 C Street Southwest, Auburn, Washington 98001",,
"8720 14th Avenue South, Seattle, Washington 98108",,
"13950 Northeast 178th Place, Woodinville, Washington 98072",,
"2345 Rainier Avenue South, Seattle, Washington 98144",,
"4130 East Madison Street, Seattle, Washington 98112",,
"1502 Lake Tapps Parkway Southeast, Auburn, Washington 98092",,
"2400 South Jackson Street, Seattle, Washington 98144",,
"17707 West Main Street, Monroe, Washington 98272",,
"140 Southwest 146th Street, Burien, Washington 98166",,
"117 Southwest 160th Street, Burien, Washington 98166",,
"110 Southwest 148th Street, Burien, Washington 98166",,
"5300 4th Avenue South, Seattle, Washington 98108",,
"22207 7th Avenue South, Des Moines, Washington 98198",,
"28817 Military Road South, Federal Way, Washington 98003",,
"14901 4th Avenue Southwest, Burien, Washington 98166",,
"153 14th Avenue, Seattle, Washington 98122",,
"18906 State Route 2, Monroe, Washington 98272",,
"4800 Sand Point Way Northeast, Seattle, Washington 98105",,
"South 239th Street, Des Moines, Washington 98198",,
"1600 East Olive Street, Seattle, Washington 98122",,
"125 16th Avenue East, Seattle, Washington 98112",,
"14434 Ambaum Boulevard Southwest Suite 5, Burien, Washington 98166",,
"11913 Northeast 195th Street, Bothell, Washington 98011",,
"14031 Ambaum Boulevard Southwest, Burien, WA 98166",,
"515 Minor Avenue North Suite 120, Seattle, Washington 98104",,
"325 9th Avenue, Seattle, Washington 98104",,
"620 Terry Avenue Unit 202, Seattle, Washington 98104",,
"1531 Broadway, Seattle, Washington 98122",,
"1101 Madison Street, Seattle, Washington 98104",,
"901 Boren Avenue Suite 850, Seattle, Washington 98104",,
"201 Broadway East, Seattle, Washington 98102",,
"9650 15th Avenue Southwest, Seattle, Washington 98106",,
"9600 15th Avenue Southwest, Seattle, Washington 98106",,
"21302 State Route 410 East, Bonney Lake, Washington 98391",,
"904 7th Avenue #103, Seattle, Washington 98104",,
"400 South Jackson Street Ste #300, Seattle, Washington 98104",,
"9456 16th Avenue Southwest, Seattle, Washington 98106",,
"2700 Northeast University Village Street, Seattle, Washington 98105",,
"910 4th Avenue, Seattle, Washington 98164",,
"2201 South Commons, Federal Way, Washington 98003",,
"14130 Juanita Drive Northeast, Kirkland, Washington 98034",,
"Melrose Avenue, Seattle, Washington 98101",,
"1959 Northeast Pacific Street, Seattle, Washington 98195",,
"31405 18th Avenue South, Federal Way, Washington 98003",,
"31217 Pacific Highway South, Federal Way, Washington 98003",,
"1600 7th Avenue Suite 110, Seattle, Washington 98101",,
"31840 Pacific Highway South # A-2, Federal Way, Washington 98003",,
"32015 Pacific Highway South, Federal Way, Washington 98003",,
"222 Pike Street, Seattle, Washington 98101",,
"211 Pike Street, Seattle, Washington 98101",,
"509 Olive Way Suite 752, Seattle, Washington 98101",,
"1628 5th Avenue, Seattle, Washington 98101",,
"1401 2nd Avenue, Seattle, Washington 98101",,
"19107 Bothell Way Northeast, Bothell, Washington 98011",,
"8500 35th Avenue Northeast, Seattle, Washington 98115",,
"2324 Eastlake Avenue East #405, Seattle, Washington 98102",,
"4313 University Way Northeast, Seattle, Washington 98105",,
"4344 University Way Northeast, Seattle, Washington 98105",,
"9400 192nd Avenue East, Bonney Lake, Washington 98391",,
"1483 Alaskan Way, Seattle, WA 98101",,
"2035 4th Avenue, Seattle, Washington 98121",,
"1001 Mercer Street, Seattle, Washington 98109",,
"210 9th Avenue North, Seattle, Washington 98109",,
"2801 Southwest Thistle Street, Seattle, Washington 98126",,
"503 Westlake Avenue North, Seattle, Washington 98109",,
"8415 Myers Road East, Bonney Lake, Washington 98391",,
"566 Denny Way, Seattle, Washington 98109",,
"2506 2nd Avenue, Seattle, Washington 98121",,
"6401 12th Avenue Northeast, Seattle, Washington 98115",,
"6330 35th Avenue Southwest, Seattle, Washington 98126",,
"301 S 320th St, Federal Way, Washington 98003",,
"2100 North 45th Street, Seattle, Washington 98103",,
"600 1st Avenue North, Seattle, Washington 98109",,
"1815 North 45th Street #110, Seattle, Washington 98103",,
"18022 68th Avenue Northeast, Kenmore, Washington 98028",,
"419 Northeast 71st Street Ste #a, Seattle, Washington 98115",,
"531 Queen Anne Avenue North, Seattle, Washington 98109",,
"729 Meridian Avenue East, Edgewood, Washington 98371",,
"6800 East Green Lake Way North Ste 250, Seattle, Washington 98115",,
"4200 Stone Way North Suite P1, Seattle, Washington 98103",,
"4706 42nd Avenue Southwest, Seattle, Washington 98116",,
"3018 Northeast 125th Street, Seattle, Washington 98125",,
"34200 1st Way South, Federal Way, WA 98003",,
"6414 Northeast Bothell Way, Kenmore, Washington 98028",,
"900 Meridian Avenue East Suite 23, Milton, Washington 98354",,
"22631 Bothell Everett Highway, Bothell, Washington 98021",,
"5217 California Avenue Southwest, Seattle, Washington 98136",,
"22833 Bothell Everett Highway, Bothell, Washington 98021",,
"1929 Queen Anne Avenue North, Seattle, Washington 98109",,
"4707 California Avenue Southwest, Seattle, Washington 98116",,
"1420 Northeast Northgate Way, Seattle, WA 98125",,
"14352 Lake City Way Northeast, Seattle, Washington 98125",,
"9800 4th Avenue Northeast, Seattle, Washington 98115",,
"859 Northeast Northgate Way, Seattle, Washington 98125",,
"3136 East Main, Puyallup, Washington 98372",,
"20412 Bothell Everett Highway, Bothell, WA 98012",,
"17171 Bothell Way Northeast Ste.150, Lake Forest Park, Washington 98155",,
"302 Northeast Northgate Way, Seattle, Washington 98125",,
"33520 21st Avenue Southwest, Federal Way, Washington 98023",,
"2131 Southwest 336th Street, Federal Way, Washington 98023",,
"1536 North 115th Street Suite 100, Seattle, Washington 98133",,
"1550 North 115th Street, Seattle, Washington 98133",,
"1448 Northwest Market Street SUITE 100, Seattle, Washington 98107",,
"5409 15th Avenue Northwest, Seattle, Washington 98107",,
"1500 Northwest Market Street, Seattle, Washington 98107",,
"Shilshole Avenue Northwest, Seattle, Washington 98107",,
"5201 Ballard Avenue Northwest, Seattle, Washington 98107",,
"2222 32nd Avenue West, Seattle, Washington 98199",,
"18001 Bothell Everett Hwy #101, Bothell, Washington 98012",,
"2438 32nd Avenue West, Seattle, Washington 98199",,
"5625 22nd Avenue Northwest, Seattle, Washington 98107",,
"8500 15th Avenue Northwest, Seattle, Washington 98117",,
"14510 Aurora Avenue North, Shoreline, Washington 98133",,
"13023 Greenwood Avenue North, Seattle, Washington 98133",,
"22803 44th Avenue West, Mountlake Terrace, Washington 98043",,
"20330 Ballinger Way Northeast, Shoreline, Washington 98155",,
"5006 132nd Street Southeast, Everett, Washington 98208",,
"205 Pine Avenue, Snohomish, Washington 98290",,
"2518 196th Street Southwest, Lynnwood, Washington 98036",,
"16222 Bothell Everett Highway, Mill Creek, Washington 98012",,
"17617 Vashon Highway Southwest, Vashon, Washington 98070",,
"1007 39th Avenue Southeast, Puyallup, Washington 98374",,
"17524 Aurora Avenue North, Shoreline, Washington 98133",,
"15808 Mill Creek Boulevard Suite 201, Mill Creek, Washington 98012",,
"16101 Greenwood Avenue North, Shoreline, Washington 98177",,
"10030 Southwest 210th Street, Vashon, Washington 98070",,
"18420 Aurora Avenue North, Shoreline, Washington 98133",,
"3310 S Meridian, Puyallup, Washington 98373",,
"3202 132nd Street Southeast, Mill Creek, Washington 98012",,
"18305 Alderwood Mall Parkway, Lynnwood, Washington 98037",,
"3500 S Meridian #845, Puyallup, Washington 98373",,
"4404 South Meridian, Puyallup, Washington 98373",,
"1115 13th Street, Snohomish, Washington 98290",,
"13110 Bothell Everett Highway, Everett, Washington 98208",,
"10217 125th Street Court East, Puyallup, Washington 98374",,
"20200 54th Avenue West, Lynnwood, Washington 98036",,
"22515 Highway 99, Edmonds, Washington 98026",,
"655 Northwest Richmond Beach Road, Shoreline, Washington 98177",,
"16327 Ash Way, Lynnwood, Washington 98087",,
"20725 Highway 99, Lynnwood, Washington 98036",,
"136th Street East & Meridian East, Puyallup, Washington 98373",,
"19507 Highway 99, Lynnwood, Washington 98036",,
"17633 Highway 99, Lynnwood, Washington 98037",,
"14308 Meridian East, Puyallup, Washington 98373",,
"11020 19th Avenue Southeast, Everett, Washington 98208",,
"5326 176th Street Southwest, Lynnwood, Washington 98037",,
"16824 Highway 99, Lynnwood, Washington 98037",,
"9797 Edmonds Way, Edmonds, Washington 98020",,
"23028 100th Avenue West, Edmonds, Washington 98020",,
"7500 196th Street Southwest, Lynnwood, Washington 98036",,
"1708 East 44th Street, Tacoma, Washington 98404",,
"10302 159th Street East, Puyallup, Washington 98374",,
"1920 100th Street Southeast Bldg B, Everett, Washington 98208",,
"3625 148th Street Southwest #b, Lynnwood, Washington 98087",,
"1305 Tacoma Avenue South Suite 205, Tacoma, Washington 98402",,
"11216 4th Avenue West, Everett, Washington 98204",,
"209 Martin Luther King Junior Way, Tacoma, Washington 98405",,
"11220 Canyon Road East, Tacoma, Washington 98373",,
"901 South 10th Street, Tacoma, WA 98405",,
"11509 Canyon Road East, Puyallup, Washington 98373",,
"1402 SE Everett Mall Way, Everett, WA 98208",,
"1402 Southeast Everett Mall Way, Everett, WA 98208",,
"1926 S G St, Tacoma, WA 98405",,
"11918 Airport Road, Everett, Washington 98204",,
"1202 Martin Luther King Junior Way, Tacoma, Washington 98405",,
"10302 Sunrise Boulevard East, Puyallup, Washington 98374",,
"3737 Pacific Avenue, Tacoma, Washington 98418",,
"405 Southeast Everett Mall Way, Everett, Washington 98208",,
"1307 South 11th Street, Tacoma, Washington 98405",,
"3629 South D Street, Tacoma, Washington 98418",,
"1112 South Cushman Avenue, Tacoma, Washington 98405",,
"10103 Evergreen Way, Everett, Washington 98204",,
"2024 6th Avenue, Tacoma, Washington 98403",,
"170 West Dayton Street, Edmonds, Washington 98020",,
"9502 176th Street East, Puyallup, Washington 98375",,
"821 South 38th Street, Tacoma, Washington 98418",,
"220 Railroad Avenue, Edmonds, Washington 98020",,
"1315 Wintergreen Lane Northeast, Bainbridge Island, Washington 98110",,
"5602 Pacific Avenue, Tacoma, Washington 98408",,
"301 High School Road Northeast, Bainbridge Island, Washington 98110",,
"2805 1/2 North Proctor Street Suite C, Tacoma, Washington 98407",,
"11700 Mukilteo Speedway # 500, Mukilteo, Washington 98275",,
"7041 Pacific Avenue, Tacoma, Washington 98408",,
"6807 Evergreen Way, Everett, Washington 98203",,
"2501 South 35th Street Suite D, Tacoma, Washington 98409",,
"1901 South Union Avenue Suite 2011, Tacoma, Washington 98405",,
"3320 South 23rd Street, Tacoma, Washington 98405",,
"8405 Pacific Avenue, Tacoma, Washington 98444",,
"4410 106th Street Southwest, Mukilteo, Washington 98275",,
"4315 6th Avenue, Tacoma, Washington 98406",,
"10200 Mukilteo Speedway, Mukilteo, Washington 98275",,
"3540 North Pearl Street, Tacoma, Washington 98407",,
"4920 Evergreen Way, Everett, Washington 98203",,
"9601 Market Place, Lake Stevens, Washington 98258",,
"1912 North Pearl Street, Tacoma, Washington 98406",,
"9010 Market Place, Lake Stevens, Washington 98258",,
"22201 Meridian Avenue East, Graham, Washington 98338",,
"4310 Colby Avenue #202, Everett, Washington 98203",,
"22320 Meridian Avenue East, Graham, Washington 98338",,
"401 91st Avenue Northeast Ste D401, Lake Stevens, Washington 98258",,
"718 91st Avenue Northeast, Lake Stevens, Washington 98258",,
"3909 Hoyt Avenue, Everett, Washington 98201",,
"2930 Maple Street, Everett, Washington 98201",,
"1033 Regents Boulevard Suite 10, Fircrest, Washington 98466",,
"9505 South Steele Street, Tacoma, Washington 98444",,
"1850 South Mildred Street, Tacoma, Washington 98465",,
"13322 Pacific Avenue South, Tacoma, Washington 98444",,
"Broadway & Everett Avenue, Washington 529, Washington State Route 529, State Route 529, Everett, Washington 98201",,
"8511 South Tacoma Way #200, Lakewood, Washington 98499",,
"2408 Broadway, Everett, WA 98201",,
"2205 Broadway, Everett, Washington 98201",,
"9104 South Tacoma Way Suite 106f, Lakewood, Washington 98499",,
"6th Avenue South, Tacoma, Washington 98444",,
"5500 Olympic Drive, Gig Harbor, Washington 98335",,
"51st Avenue Northwest, Gig Harbor, Washington 98332",,
"2650 Bridgeport Way West, University Place, Washington 98466",,
"2700 Bridgeport Way West, University Place, Washington 98466",,
"1825 Broadway, Everett, Washington 98201",,
"15225 Pacific Avenue South, Tacoma, Washington 98444",,
"804 West 1st Street, Cle Elum, Washington 98922",,
"Harbor Hill Drive, Harbor Hill Drive Northwest & Borgen Boulevard, Gig Harbor, Washington 98332",,
"5216 Point Fosdick Drive Suite 102, Gig Harbor, Washington 98335",,
"201 Alpha Way, Cle Elum, Washington 98922",,
"1100 Wheaton Way Suite F And G, Bremerton, Washington 98310",,
"3840 Bridgeport Way West, University Place, Washington 98466",,
"4401 Bridgeport Way West, University Place, Washington 98466",,
"7451 Cirque Drive West, University Place, Washington 98467",,
"3099 Bethel Road Southeast, Port Orchard, Washington 98366",,
"3497 Bethel Road Southeast, Port Orchard, Washington 98366",,
"3282 Bethel Road Southeast, Port Orchard, Washington 98366",,
"7424 Bridgeport Way West Suite 103, Lakewood, Washington 98499",,
"115 West 1st Street, Cle Elum, Washington 98922",,
"225 176th Street East, Spanaway, Washington 98387",,
"2520 Cherry Place, Bremerton, Washington 98310",,
"1711 Point Fosdick Drive Northwest, Gig Harbor, Washington 98335",,
"2900 Wheaton Way, Bremerton, Washington 98310",,
"3333 Wheaton Way, Bremerton, Washington 98310",,
"9505 Bridgeport Way Southwest, Lakewood, Washington 98499",,
"5700 100th Street Southwest Ste 100, Lakewood, Washington 98499",,
"403 South Granite Avenue, Granite Falls, Washington 98252",,
"9400 Gravelly Lake Drive Southwest, Lakewood, Washington 98499",,
"5618 Lakewood Towne Center Boulevard Southwest, Lakewood, Washington 98499",,
"6432 State Highway 303 Northeast, Bremerton, Washington 98311",,
"10330 59th Avenue Southwest Suite B, Washington 98499, Lakewood, Washington 98499",,
"207 East Stanley Street Ste A, Granite Falls, Washington 98252",,
"608 West Stanley Street, Granite Falls, Washington 98252",,
"22311 Mountain Highway East, Spanaway, Washington 98387",,
"6797 State Highway 303 Northeast, Bremerton, Washington 98311",,
"1400 Pottery Avenue, Port Orchard, Washington 98366",,
"10510 Gravelly Lake Dr SW, Lakewood, Washington 98499",,
"2525 6th Street, Bremerton, Washington 98312",,
"8224 Steilacoom Boulevard Southwest, Lakewood, Washington 98498",,
"6602 64th Street Northeast, Marysville, Washington 98270",,
"27000 Miller Bay Road Northeast, Kingston, Washington 98346",,
"3929 Kitsap Way, Bremerton, Washington 98312",,
"4117 Kitsap Way, Bremerton, Washington 98312",,
"251 Marysville Mall, Marysville, Washington 98270",,
"404 State Avenue, Marysville, Washington 98270",,
"1416 8th Street, Marysville, Washington 98270",,
"8970 State Route 525, Clinton, Washington 98236",,
"4420 76th Street Northeast, Marysville, Washington 98270",,
"18820 State Highway 305 Northeast, Poulsbo, Washington 98370",,
"14916 Washington Avenue Southwest, Lakewood, Washington 98498",,
"9927 Mickelberry Road Northwest Suite 121, Silverdale, Washington 98383",,
"1710 Lafayette Street, Steilacoom, Washington 98388",,
"19475 7th Avenue Northeast, Poulsbo, Washington 98370",,
"19379 7th Avenue Northeast, Poulsbo, Washington 98370",,
"10452 Silverdale Way Northwest, Silverdale, Washington 98383",,
"2860 Northwest Bucklin Hill Road, Silverdale, Washington 98383",,
"9710 State Avenue, Marysville, Washington 98270",,
"9709 Silverdale Way Northwest, Silverdale, Washington 98383",,
"3201 Northwest Randall Way, Silverdale, Washington 98383",,
"21200 Olhava Way Northwest, Poulsbo, Washington 98370",,
"3733 116th Street Northeast, Marysville, Washington 98271",,
"104 Mashell Avenue North, Eatonville, Washington 98328",,
